Nvert,init,tarjan,split,merge,user,elapsed,system,pCPU
409600,0.136770,1.178444,0.131437,0.057478,3.06,1.14,2.01,209;
409600,0.094147,1.276331,0.098902,0.042766,3.08,1.21,2.07,207;
409600,0.140121,1.198013,0.129416,0.058643,3.07,1.19,2.25,189;
409600,0.136236,1.470138,0.130716,0.058254,3.73,1.67,3.98,135;
409600,0.094923,1.271440,0.101838,0.044377,3.18,1.11,3.68,116;
409600,0.137755,1.178153,0.130996,0.058171,3.10,1.10,2.04,205;
409600,0.136584,1.179442,0.130770,0.057678,3.00,1.12,2.04,202;
409600,0.098185,1.378281,0.100442,0.044274,3.33,1.28,2.35,196;
409600,0.095680,1.280256,0.102037,0.045125,3.15,1.15,2.24,191;
409600,0.093656,1.404584,0.099565,0.042230,3.30,1.38,2.25,208;
409600,0.095484,1.266645,0.102026,0.042909,3.15,1.13,2.24,190;
409600,0.137474,1.801880,0.131374,0.057788,4.52,1.90,4.50,142;
409600,0.093416,1.245534,0.101650,0.043027,3.01,1.19,3.27,128;
409600,0.098603,1.147123,0.104085,0.044165,2.89,1.04,1.94,202;
409600,0.141080,1.203844,0.129786,0.057956,3.11,1.17,2.14,199;
409600,0.096471,1.128758,0.098955,0.043354,2.76,1.10,1.94,199;
409600,0.095236,1.273195,0.101237,0.042843,3.10,1.18,2.14,199;
409600,0.095669,1.278017,0.099784,0.043506,3.22,1.24,2.14,208;
409600,0.094773,1.268159,0.099779,0.042740,3.19,1.08,2.14,199;
409600,0.094246,1.137685,0.100568,0.043128,2.86,1.02,3.47,111;
409600,0.098678,1.202849,0.103785,0.046518,2.95,1.14,3.47,117;
409600,0.098114,1.157547,0.103742,0.044799,2.89,1.06,1.93,204;
409600,0.139171,1.208969,0.132561,0.056549,3.10,1.20,2.14,200;
409600,0.095293,1.216782,0.102136,0.043224,2.99,1.12,2.04,201;
409600,0.094310,1.208531,0.130991,0.057938,2.95,1.14,2.04,200;
