Nvert,init,tarjan,split,merge,user,elapsed,system,pCPU
409600,0.097565,1.822326,0.109308,0.038966,3.69,0.24,2.23,175;
409600,0.093648,1.831991,0.106844,0.038878,3.66,0.27,2.23,176;
409600,0.136799,1.299261,0.129982,0.052112,2.74,0.21,1.74,169;
409600,0.136394,1.295375,0.128958,0.051827,2.70,0.24,1.73,170;
409600,0.094877,1.834676,0.112199,0.040793,3.68,0.25,2.28,172;
409600,0.137658,1.291783,0.125879,0.051274,2.77,0.18,3.55,83;
409600,0.094744,1.824673,0.108345,0.039992,3.68,0.24,2.22,176;
409600,0.136564,1.293907,0.128868,0.051350,2.73,0.21,1.73,170;
409600,0.093674,1.830029,0.109146,0.039101,3.67,0.26,2.23,176;
409600,0.095538,1.824223,0.107487,0.039308,3.67,0.25,2.23,176;
409600,0.136651,1.289702,0.129378,0.051861,2.73,0.20,1.72,170;
409600,0.095339,1.829078,0.108536,0.038434,3.69,0.24,2.24,176;
409600,0.138215,1.295436,0.128003,0.050672,2.75,0.20,1.73,170;
409600,0.095104,1.832554,0.111055,0.040239,3.70,0.24,2.26,174;
409600,0.094102,1.819955,0.108560,0.039032,3.67,0.24,4.04,97;
409600,0.093517,1.819739,0.108506,0.039027,3.61,0.30,2.21,176;
409600,0.093097,1.828307,0.108485,0.038485,3.73,0.20,2.23,176;
409600,0.136076,1.291346,0.128838,0.051447,2.69,0.24,1.73,169;
409600,0.138501,1.300198,0.130642,0.051808,2.73,0.23,1.74,170;
409600,0.095209,1.826757,0.110181,0.039797,3.68,0.24,2.22,176;
409600,0.136548,1.296455,0.129732,0.051282,2.76,0.19,1.73,169;
409600,0.135535,1.288479,0.127756,0.051600,2.76,0.18,1.72,170;
409600,0.094697,1.838333,0.111270,0.040284,3.68,0.27,2.26,174;
409600,0.136718,1.284970,0.130683,0.051483,2.70,0.23,3.54,82;
409600,0.095337,1.829376,0.108274,0.039975,3.71,0.23,2.23,176;
