Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
409600,0.091905,1.581167,0.098570,0.040450,2.58,0.89,2.35,147;
409600,0.139813,1.698701,0.128819,0.054196,2.64,1.16,2.45,155;
409600,0.093658,1.599274,0.101894,0.040819,2.58,0.92,2.53,138;
409600,0.137079,1.626617,0.124156,0.054694,2.56,1.08,2.48,146;
409600,0.094090,1.581962,0.099984,0.040635,2.55,0.92,2.35,147;
409600,0.093176,1.580418,0.099953,0.040435,2.63,0.83,2.52,137;
409600,0.140038,1.687773,0.126817,0.054506,2.64,1.14,5.15,73;
409600,0.093336,1.578228,0.098863,0.040156,2.49,0.97,2.35,147;
409600,0.093088,1.560203,0.103174,0.041517,2.47,0.96,2.50,137;
409600,0.136726,1.619031,0.128500,0.055155,2.63,1.00,2.40,151;
409600,0.093083,1.690578,0.100365,0.041413,2.64,1.05,2.45,150;
409600,0.093591,1.589698,0.101717,0.041063,2.49,0.99,2.35,148;
409600,0.098075,1.617867,0.101401,0.040924,2.58,0.97,2.56,138;
409600,0.094209,1.788430,0.095113,0.040794,2.81,1.08,5.72,68;
409600,0.092116,1.585940,0.093299,0.040495,2.49,0.99,2.35,148;
409600,0.135730,1.631160,0.128841,0.054799,2.56,1.10,2.45,149;
409600,0.094891,1.591457,0.103542,0.041173,2.54,0.95,2.55,136;
409600,0.093814,1.694601,0.103657,0.040870,2.66,1.02,2.45,150;
409600,0.139171,1.541866,0.128863,0.053907,2.43,1.05,2.35,148;
409600,0.137721,1.898868,0.127829,0.055067,2.99,1.21,2.65,158;
409600,0.137319,1.544296,0.126261,0.054584,2.46,1.03,4.19,83;
409600,0.138854,1.520599,0.131102,0.054283,2.49,0.95,2.35,146;
409600,0.138447,1.520113,0.129953,0.054129,2.53,0.91,2.35,146;
409600,0.094982,1.579467,0.101151,0.040673,2.49,0.98,2.35,147;
409600,0.093054,1.587735,0.102583,0.039706,2.45,1.03,2.35,148;
