vertices,init,destroy,tarjan,user,system,elapsed,pCPU
500000,0.374876,0.000340,0.142091,0.47,0.04,0.51,99;
500000,0.374799,0.000344,0.143280,0.50,0.01,0.52,100;
500000,0.373230,0.000368,0.141580,0.47,0.04,0.51,100;
500000,0.377604,0.000363,0.142069,0.48,0.03,0.52,99;
500000,0.381100,0.000377,0.142995,0.50,0.02,0.52,99;
500000,0.377941,0.000337,0.142068,0.47,0.04,0.52,99;
500000,0.380330,0.000351,0.143502,0.49,0.02,0.52,99;
500000,0.378029,0.000337,0.142050,0.49,0.03,0.52,99;
500000,0.381949,0.000353,0.143073,0.50,0.02,0.52,99;
500000,0.373328,0.000343,0.142329,0.48,0.03,0.51,99;
500000,0.373833,0.000382,0.141393,0.49,0.02,0.51,99;
500000,0.375340,0.000343,0.141919,0.48,0.03,0.52,99;
500000,0.374478,0.000339,0.143907,0.49,0.02,0.52,100;
500000,0.374287,0.000345,0.141625,0.50,0.01,0.51,100;
500000,0.374866,0.000331,0.141682,0.47,0.04,0.51,99;
500000,0.380726,0.000333,0.141488,0.50,0.02,0.52,99;
500000,0.381600,0.000381,0.143237,0.49,0.02,0.52,99;
500000,0.374367,0.000344,0.142655,0.49,0.02,0.51,99;
500000,0.375042,0.000343,0.142327,0.50,0.02,0.52,100;
500000,0.379287,0.000331,0.145994,0.48,0.04,0.52,100;
500000,0.374327,0.000355,0.141950,0.49,0.02,0.51,99;
500000,0.375150,0.000347,0.143756,0.48,0.03,0.52,99;
500000,0.380286,0.000365,0.142525,0.50,0.02,0.52,99;
500000,0.375269,0.000396,0.141447,0.49,0.02,0.51,99;
500000,0.375989,0.000342,0.143962,0.49,0.03,0.52,100;
500000,0.373555,0.000343,0.142196,0.46,0.05,0.51,99;
500000,0.378790,0.000338,0.141203,0.51,0.00,0.52,100;
500000,0.377663,0.000405,0.141630,0.47,0.05,0.52,99;
500000,0.381898,0.000345,0.142711,0.48,0.03,0.52,99;
500000,0.373434,0.000357,0.142208,0.49,0.02,0.51,99;
500000,0.375485,0.000345,0.141542,0.48,0.03,0.51,99;
500000,0.377595,0.000341,0.144182,0.49,0.02,0.52,100;
500000,0.377852,0.000350,0.142495,0.49,0.03,0.52,99;
500000,0.373866,0.000346,0.143183,0.49,0.01,0.51,99;
500000,0.375820,0.000360,0.140917,0.48,0.03,0.51,99;
500000,0.376275,0.000321,0.141855,0.50,0.02,0.52,99;
500000,0.375886,0.000361,0.141257,0.49,0.01,0.52,99;
500000,0.373787,0.000341,0.141882,0.49,0.01,0.51,99;
500000,0.376659,0.000331,0.141203,0.46,0.05,0.52,99;
500000,0.373258,0.000342,0.141919,0.50,0.01,0.51,100;
500000,0.378360,0.000324,0.141950,0.47,0.04,0.52,99;
500000,0.375447,0.000371,0.143804,0.50,0.02,0.52,99;
500000,0.373637,0.000328,0.141665,0.51,0.00,0.51,100;
500000,0.376207,0.000338,0.140906,0.48,0.03,0.52,99;
500000,0.376520,0.000342,0.141448,0.50,0.01,0.52,100;
500000,0.375644,0.000345,0.140901,0.48,0.03,0.51,99;
500000,0.376743,0.000339,0.140893,0.47,0.04,0.52,100;
500000,0.376886,0.000335,0.142764,0.49,0.02,0.52,100;
500000,0.374100,0.000340,0.141181,0.48,0.03,0.51,99;
500000,0.374423,0.000339,0.143638,0.49,0.02,0.52,100;
500000,0.374954,0.000344,0.141440,0.48,0.03,0.51,99;
500000,0.377048,0.000336,0.142059,0.49,0.02,0.52,100;
500000,0.373767,0.000359,0.141573,0.50,0.01,0.51,100;
500000,0.374507,0.000338,0.142311,0.49,0.02,0.51,99;
500000,0.373785,0.000339,0.141428,0.48,0.03,0.51,99;
500000,0.379546,0.000341,0.144364,0.49,0.03,0.52,99;
