verteces,init,finalize,preprocess,conversion,tarjan,user,system,elapsed,pCPU
12500,2.248643,0.011847,0.001501,9.462376,3.036314,13.81,1.00,14.84,99;
12500,2.293404,0.011592,0.001501,9.244507,2.970768,13.62,0.95,14.59,99;
12500,2.298833,0.011667,0.001503,9.409087,2.986435,13.78,0.98,14.78,99;
12500,2.298155,0.012044,0.001501,9.657676,3.077968,14.09,1.01,15.12,99;
12500,2.298473,0.012006,0.001504,9.794029,3.071646,14.20,1.03,15.25,99;
12500,2.297630,0.011934,0.001504,9.791107,3.052764,14.33,0.87,15.23,99;
12500,2.293868,0.011830,0.001502,9.707377,3.026319,14.03,1.06,15.11,99;
12500,2.394440,0.011435,0.001502,9.488107,2.868907,13.89,0.92,14.84,99;
12500,2.294724,0.011476,0.001501,9.613587,2.864280,13.81,1.03,14.86,99;
12500,2.249642,0.011977,0.001501,9.576278,3.061953,14.00,0.95,14.97,99;
12500,2.290832,0.011809,0.001505,9.642525,3.035385,13.97,1.06,15.05,99;
12500,2.293040,0.012097,0.001501,9.804116,3.066676,14.29,0.94,15.25,99;
12500,2.265513,0.011548,0.001500,9.570502,2.988051,13.89,0.99,14.91,99;
12500,2.301982,0.011317,0.001504,9.223374,2.836787,13.45,0.97,14.44,99;
12500,2.297044,0.011910,0.001497,9.598796,3.076640,14.05,0.98,15.06,99;
12500,2.259431,0.011547,0.001501,9.509242,2.922868,13.73,1.02,14.78,99;
12500,2.251739,0.011705,0.001505,9.497581,3.014467,13.82,1.01,14.85,99;
12500,2.293202,0.011624,0.001501,9.745539,3.068323,14.18,0.99,15.19,99;
12500,2.253483,0.011758,0.001500,9.441019,2.888085,13.65,1.00,14.67,99;
12500,2.575294,0.011381,0.001501,9.536840,2.884718,13.98,1.08,15.08,99;
12500,2.294340,0.012075,0.001491,9.746817,3.051033,14.12,1.04,15.18,99;
12500,2.296219,0.012084,0.001500,9.783806,3.063309,14.24,0.96,15.23,99;
12500,2.294601,0.011599,0.001500,9.502106,2.928511,13.90,0.89,14.81,99;
12500,2.308060,0.011436,0.001501,9.362820,2.881377,13.64,0.97,14.64,99;
12500,2.294926,0.012089,0.001496,9.837248,3.097481,14.33,0.97,15.31,99;
12500,2.263738,0.011587,0.001500,9.532387,2.906348,13.80,0.96,14.79,99;
12500,2.297510,0.011633,0.001499,9.493066,2.900093,13.81,0.94,14.78,99;
12500,2.293359,0.011297,0.001506,9.225648,2.878748,13.50,0.96,14.48,99;
12500,2.250138,0.012022,0.001503,9.340528,3.057804,13.85,0.86,14.74,99;
12500,2.251741,0.011828,0.001501,9.525753,3.061560,13.98,0.93,14.93,99;
12500,2.293293,0.011442,0.001501,9.397903,2.945601,13.78,0.92,14.73,99;
12500,2.295699,0.012078,0.001498,9.828408,3.076539,14.31,0.95,15.29,99;
12500,2.252660,0.011774,0.001501,9.561753,3.046644,13.86,1.07,14.95,99;
12500,2.296207,0.011512,0.001505,9.392766,2.873319,13.64,0.98,14.65,99;
12500,2.257327,0.011758,0.001503,9.501393,3.049722,13.88,0.99,14.90,99;
12500,2.293750,0.011499,0.001501,9.381635,2.875610,13.68,0.93,14.64,99;
12500,2.255926,0.011800,0.001500,9.521863,3.037081,13.81,1.07,14.90,99;
12500,2.251611,0.011740,0.001505,9.505109,3.026516,13.90,0.94,14.87,99;
12500,2.294728,0.011937,0.001500,9.791280,3.061156,14.27,0.94,15.23,99;
12500,2.299537,0.011326,0.001502,9.201694,2.858201,13.48,0.95,14.45,99;
12500,2.289213,0.011583,0.001503,9.408984,2.903253,13.72,0.94,14.69,99;
12500,2.250417,0.011907,0.001503,9.390976,3.069531,13.79,0.98,14.80,99;
12500,2.252921,0.012033,0.001502,9.573961,3.079027,14.02,0.95,14.99,99;
12500,2.311071,0.011642,0.001501,9.241428,2.946073,13.60,0.96,14.58,99;
12500,2.290369,0.011502,0.001505,9.504847,2.919623,13.83,0.95,14.80,99;
12500,2.299156,0.011397,0.001501,9.488660,2.913223,13.65,1.12,14.79,99;
12500,2.302858,0.011637,0.001500,9.588998,3.004200,14.04,0.91,14.98,99;
12500,2.314266,0.011885,0.001499,9.545602,3.009876,13.88,1.05,14.96,99;
12500,2.249022,0.011801,0.001498,9.497700,3.042954,13.87,0.98,14.87,99;
12500,2.260443,0.011551,0.001504,9.394700,2.898526,13.58,1.04,14.64,99;
