Nvert,NvertAfterCuda,init,mpi_tarjan,split,merge,total_only_mpi,preprocess,conversion,finalize,user,system,elapsed,pCPU
204800,100352,0.050266,0.446466,0.020208,0.020503,0.448039,1.408943,0.028009,0.001112,3.12,0.87,4.42,90;
204800,100352,0.083920,0.589393,0.025669,0.028841,0.591014,1.364332,0.042169,0.001156,3.26,1.03,2.78,154;
204800,100352,0.090420,0.420722,0.025198,0.029382,0.422308,1.403799,0.042931,0.001161,3.16,0.91,2.89,140;
204800,100352,0.049148,1.026289,0.020485,0.020522,1.027686,1.403967,0.028564,0.001285,3.92,1.23,3.49,147;
204800,100352,0.049260,0.671563,0.020632,0.020797,0.673154,1.372916,0.028624,0.001207,3.37,1.01,3.09,141;
204800,100352,0.125187,0.597926,0.024805,0.029232,0.599530,1.403860,0.041027,0.001255,3.43,1.07,4.62,97;
204800,100352,0.054315,0.480329,0.020182,0.020598,0.481848,1.383397,0.028571,0.001283,3.21,0.83,2.68,150;
204800,100352,0.046503,0.457615,0.020898,0.021026,0.459139,1.364352,0.028372,0.001138,3.07,0.86,2.68,147;
204800,100352,0.084846,0.598993,0.025655,0.029130,0.600582,1.373483,0.040540,0.001173,3.37,0.98,2.88,151;
204800,100352,0.075929,0.368249,0.025552,0.029300,0.369893,1.363639,0.041688,0.001025,2.99,0.83,2.57,148;
204800,100352,0.043481,0.489860,0.022089,0.020936,0.491351,1.404342,0.028629,0.001382,3.25,0.82,4.21,96;
204800,100352,0.046992,0.507421,0.020511,0.020819,0.509129,1.373321,0.028007,0.001151,3.23,0.82,2.68,151;
204800,100352,0.053443,0.636407,0.020425,0.020662,0.637980,1.406746,0.027969,0.001203,3.39,0.99,2.88,151;
204800,100352,0.046355,1.020237,0.020586,0.020742,1.021833,1.408821,0.028584,0.001389,4.08,1.06,3.39,151;
204800,100352,0.098841,0.493523,0.025119,0.028721,0.495079,1.360084,0.041777,0.001176,3.15,0.97,2.98,138;
204800,100352,0.049137,0.512822,0.019888,0.020428,0.514315,1.399830,0.028249,0.001182,3.17,0.97,4.32,95;
204800,100352,0.036082,0.403448,0.021837,0.020838,0.404957,1.389679,0.028518,0.001371,3.07,0.80,2.68,144;
204800,100352,0.087900,0.521079,0.025809,0.029946,0.522638,1.370360,0.041942,0.001107,3.26,0.92,2.72,153;
204800,100352,0.085938,0.600209,0.025985,0.029369,0.601854,1.389727,0.041870,0.001191,3.44,0.95,2.84,154;
204800,100352,0.039309,1.024414,0.020291,0.020571,1.025986,1.412528,0.028364,0.001375,3.91,1.24,3.60,143;
204800,100352,0.051900,0.832521,0.021785,0.020891,0.833983,1.394274,0.027993,0.001263,3.66,1.10,4.93,96;
204800,100352,0.093812,0.430829,0.025237,0.029426,0.432384,1.385811,0.041842,0.001087,3.21,0.84,2.88,140;
204800,100352,0.089953,0.406172,0.025491,0.029407,0.407699,1.403269,0.042525,0.001130,3.19,0.83,2.88,139;
204800,100352,0.085122,0.473087,0.025343,0.028606,0.474801,1.387034,0.042320,0.001128,3.15,0.96,2.78,147;
204800,100352,0.048458,0.690938,0.019371,0.021031,0.692460,1.397136,0.028703,0.001159,3.45,1.00,5.65,78;
