Nvert,NvertAfterCuda,init,mpi_tarjan,split,merge,total_only_mpi,preprocess,conversion,finalize,user,system,elapsed,pCPU
204800,100352,0.042550,0.441701,0.022179,0.020090,0.443249,1.373353,0.027978,0.001173,3.74,0.13,4.05,95;
204800,100352,0.089623,0.326097,0.025576,0.026330,0.327652,1.357379,0.041729,0.001084,3.58,0.13,2.13,174;
204800,100352,0.078116,0.324887,0.025916,0.026387,0.326394,1.374959,0.043272,0.001066,3.60,0.12,2.13,175;
204800,100352,0.035411,0.434514,0.021088,0.020237,0.436054,1.309168,0.028536,0.001305,3.64,0.09,2.14,174;
204800,100352,0.076634,0.327837,0.025448,0.026440,0.329320,1.378370,0.040761,0.001023,3.64,0.11,2.15,174;
204800,100352,0.082352,0.328675,0.025697,0.026284,0.330207,1.324360,0.041547,0.001055,3.48,0.15,2.11,172;
204800,100352,0.095855,0.323159,0.025826,0.025739,0.324804,1.380441,0.042300,0.001141,3.65,0.14,3.98,95;
204800,100352,0.077098,0.323282,0.025636,0.026121,0.324775,1.377692,0.041735,0.001129,3.58,0.15,2.13,175;
204800,100352,0.035749,0.435633,0.021450,0.020496,0.437159,1.321751,0.028191,0.001233,3.60,0.13,2.13,175;
204800,100352,0.086815,0.318297,0.020102,0.020540,0.319654,1.368408,0.029175,0.001166,3.52,0.18,2.14,173;
204800,100352,0.080922,0.332962,0.025477,0.026256,0.334474,1.369491,0.041354,0.001050,3.57,0.17,2.13,175;
204800,100352,0.089365,0.326388,0.025392,0.026237,0.327951,1.386414,0.041559,0.001052,3.65,0.16,4.59,83;
204800,100352,0.035092,0.436476,0.021922,0.021200,0.438052,1.321879,0.028580,0.001192,3.64,0.09,2.13,175;
204800,100352,0.043478,0.436354,0.021721,0.020125,0.437856,1.371833,0.028051,0.001251,3.73,0.12,2.19,175;
204800,100352,0.041453,0.435912,0.022712,0.020171,0.437271,1.359538,0.027781,0.001307,3.71,0.11,2.17,175;
204800,100352,0.077864,0.321387,0.025200,0.026279,0.322889,1.364773,0.042521,0.001055,3.56,0.13,2.11,174;
204800,100352,0.083248,0.331087,0.025489,0.025930,0.332611,1.372308,0.041778,0.001129,3.64,0.12,2.20,171;
204800,100352,0.095099,0.449318,0.027332,0.026567,0.451156,1.365917,0.042676,0.001401,3.87,0.18,4.14,97;
204800,100352,0.079984,0.331993,0.025580,0.026886,0.333466,1.398069,0.040127,0.001140,3.65,0.15,2.16,175;
204800,100352,0.037417,0.435495,0.021896,0.020205,0.437026,1.326872,0.027458,0.001115,3.65,0.09,2.14,175;
204800,100352,0.041805,0.438175,0.023281,0.020450,0.439693,1.353720,0.028633,0.001297,3.76,0.08,2.19,175;
204800,100352,0.077760,0.455008,0.029532,0.030452,0.456758,1.367406,0.041499,0.001068,3.83,0.15,2.25,176;
204800,100352,0.034729,0.436398,0.021531,0.020303,0.437949,1.367552,0.027633,0.001077,3.74,0.09,2.23,171;
204800,100352,0.043580,0.437158,0.022267,0.020785,0.438695,1.400985,0.028476,0.001328,3.84,0.10,4.07,97;
204800,100352,0.083058,0.323736,0.025297,0.026480,0.325243,1.368138,0.040863,0.001078,3.60,0.13,2.15,173;
