verteces,verteces_after,init,destroy,tarjan,preprocess_time,user,system,elapsed,pCPU
409600,200704,0.016881,0.001005,0.051133,101.373609,101.37,0.06,101.44,99;
409600,200704,0.016562,0.000953,0.050327,99.892276,99.94,0.01,99.96,99;
409600,200704,0.017352,0.000940,0.050624,101.327449,101.37,0.02,101.40,99;
409600,200704,0.016707,0.001026,0.051099,101.315341,101.36,0.02,101.38,99;
409600,200704,0.016733,0.000973,0.051431,101.924308,101.97,0.02,101.99,99;
409600,200704,0.016800,0.000983,0.050848,102.087201,102.09,0.06,102.16,99;
409600,200704,0.016853,0.000965,0.051205,101.310160,101.36,0.01,101.38,99;
409600,200704,0.016826,0.000963,0.052028,101.572392,101.63,0.01,101.64,99;
409600,200704,0.016824,0.001039,0.050671,101.396867,101.39,0.06,101.47,99;
409600,200704,0.016821,0.000973,0.051212,101.645388,101.70,0.01,101.71,99;
409600,200704,0.016711,0.000943,0.050276,101.401436,101.44,0.02,101.47,99;
409600,200704,0.016417,0.000964,0.049768,100.534565,100.56,0.03,100.60,99;
409600,200704,0.016771,0.000983,0.050878,101.684158,101.73,0.01,101.75,99;
409600,200704,0.016855,0.000978,0.051305,101.970389,101.96,0.07,102.04,99;
409600,200704,0.016826,0.000945,0.051213,101.586759,101.64,0.01,101.66,99;
409600,200704,0.016844,0.001007,0.050823,101.275425,101.32,0.02,101.34,99;
409600,200704,0.016787,0.000981,0.050923,101.766412,101.82,0.01,101.83,99;
409600,200704,0.016743,0.000973,0.050810,101.251493,101.30,0.01,101.32,99;
409600,200704,0.016835,0.001039,0.050994,101.695960,101.72,0.04,101.77,99;
409600,200704,0.016847,0.001028,0.053979,101.665561,101.67,0.06,101.74,99;
409600,200704,0.016887,0.000963,0.050451,101.897178,101.94,0.02,101.97,99;
409600,200704,0.016731,0.000988,0.050947,101.305713,101.37,0.00,101.37,99;
409600,200704,0.016740,0.001091,0.051862,101.427997,101.41,0.08,101.50,99;
409600,200704,0.016747,0.000969,0.052164,101.908591,101.89,0.08,101.98,99;
409600,200704,0.016525,0.001062,0.050862,101.014001,101.05,0.02,101.11,99;
