verteces,init,finalize,preprocess,conversion,tarjan,user,system,elapsed,pCPU
12500,2.327606,0.015840,0.002059,9.197482,2.860587,13.43,1.04,14.49,99;
12500,2.327881,0.016011,0.002097,9.351524,2.869115,13.65,0.98,14.65,99;
12500,2.321460,0.015462,0.002095,9.316178,2.881197,13.59,1.01,14.62,99;
12500,2.332807,0.016122,0.002092,9.690034,3.118661,14.19,1.03,15.24,99;
12500,2.385987,0.016142,0.002096,10.402723,3.219870,14.92,1.16,16.12,99;
12500,2.329126,0.016305,0.002113,9.626292,3.108136,14.16,0.98,15.17,99;
12500,2.324986,0.015688,0.002077,9.529650,3.065734,13.93,1.07,15.02,99;
12500,2.322376,0.015813,0.002093,9.379542,2.821364,13.51,1.09,14.62,99;
12500,2.307583,0.016120,0.002098,9.535280,3.112110,14.01,1.02,15.05,99;
12500,2.301755,0.016398,0.002108,9.612127,3.115987,14.17,0.94,15.13,99;
12500,2.323335,0.015666,0.002099,9.827112,3.104564,14.33,1.01,15.36,99;
12500,2.345905,0.016204,0.002087,9.762268,3.091303,14.22,1.06,15.30,99;
12500,2.367434,0.016281,0.002096,9.942093,3.166906,14.56,1.00,15.58,99;
12500,2.332625,0.016064,0.002101,9.687779,3.015520,14.05,1.06,15.14,99;
12500,2.346673,0.015811,0.001920,9.744364,3.157448,14.37,0.95,15.35,99;
12500,2.337731,0.015392,0.002089,9.614167,3.050908,14.10,0.98,15.11,99;
12500,2.328295,0.015666,0.002090,9.237792,2.817638,13.31,1.15,14.49,99;
12500,2.334279,0.015503,0.002092,9.303188,2.847172,13.46,1.10,14.58,99;
12500,2.325267,0.015924,0.002090,9.289093,2.876421,13.53,1.04,14.59,99;
12500,2.326913,0.015776,0.002082,9.323965,2.893713,13.72,0.91,14.64,99;
12500,2.332128,0.016248,0.002085,9.835249,3.146415,14.31,1.08,15.41,99;
12500,2.331677,0.016231,0.002081,9.838589,3.139969,14.38,1.04,15.44,99;
12500,2.325145,0.016027,0.002094,9.226480,2.839256,13.40,1.07,14.49,99;
12500,2.327142,0.015691,0.002086,9.218039,2.848472,13.46,1.01,14.49,99;
12500,2.331413,0.015840,0.002359,9.181205,2.863572,13.39,1.06,14.48,99;
