verteces,init,finalize,preprocess,conversion,tarjan,user,system,elapsed,pCPU
71094,0.041789,0.000257,0.646275,0.027702,0.039585,0.72,0.04,0.79,96;
71094,0.039509,0.000250,0.608138,0.025066,0.035765,0.67,0.04,0.74,97;
71094,0.039271,0.000252,0.607635,0.025132,0.036291,0.68,0.04,0.74,97;
71094,0.039906,0.000246,0.608452,0.026525,0.037531,0.66,0.06,0.76,95;
71094,0.039034,0.000248,0.608808,0.025657,0.036584,0.67,0.04,0.74,97;
71094,0.043120,0.000247,0.608560,0.025304,0.036040,0.67,0.04,0.74,97;
71094,0.041254,0.000253,0.610136,0.025236,0.036196,0.68,0.04,0.72,99;
71094,0.039581,0.000240,0.608291,0.025080,0.036023,0.67,0.04,0.74,97;
71094,0.039043,0.000250,0.610541,0.027685,0.039228,0.68,0.04,0.74,97;
71094,0.039648,0.000245,0.609266,0.026402,0.037289,0.68,0.04,0.74,96;
71094,0.039385,0.000248,0.610541,0.025187,0.036047,0.68,0.04,0.74,97;
71094,0.041334,0.000245,0.608070,0.027974,0.039890,0.68,0.04,0.75,96;
71094,0.039049,0.000245,0.610857,0.025180,0.035535,0.67,0.04,0.74,97;
71094,0.038416,0.000252,0.611470,0.025525,0.036205,0.67,0.04,0.72,99;
71094,0.039304,0.000244,0.611473,0.025286,0.035546,0.67,0.04,0.72,99;
71094,0.041384,0.000246,0.609674,0.027872,0.041607,0.68,0.05,0.75,96;
71094,0.041476,0.000247,0.610608,0.025195,0.035759,0.67,0.04,0.75,96;
71094,0.038692,0.000248,0.609252,0.028156,0.040007,0.68,0.03,0.75,96;
71094,0.039186,0.000246,0.612127,0.025991,0.037102,0.67,0.05,0.75,96;
71094,0.043641,0.000244,0.611490,0.027114,0.037491,0.68,0.05,0.75,97;
71094,0.039357,0.000258,0.611793,0.025107,0.035947,0.68,0.03,0.74,97;
71094,0.042709,0.000247,0.613435,0.028287,0.039842,0.69,0.04,0.75,97;
71094,0.039536,0.000246,0.611509,0.026101,0.037429,0.67,0.05,0.74,97;
71094,0.038933,0.000254,0.613283,0.028405,0.039729,0.69,0.04,0.75,97;
71094,0.040692,0.000260,0.612687,0.028211,0.040253,0.69,0.04,0.73,99;
