verteces,init,finalize,preprocess,conversion,tarjan,user,system,elapsed,pCPU
200704,0.063085,0.001647,3.786696,0.089350,0.072668,3.97,0.06,4.05,99;
200704,0.066936,0.001725,3.795298,0.089873,0.073001,3.96,0.08,4.06,99;
200704,0.061494,0.001698,3.789564,0.086695,0.072031,3.97,0.05,4.04,99;
200704,0.064311,0.001486,3.784216,0.085888,0.072229,3.95,0.06,4.04,99;
200704,0.065081,0.001564,3.797627,0.085053,0.072176,3.97,0.06,4.06,99;
200704,0.065268,0.001538,3.780160,0.084043,0.072050,3.94,0.07,4.04,99;
200704,0.065000,0.001570,3.800781,0.081530,0.073376,3.97,0.06,4.06,99;
200704,0.069561,0.001688,3.781445,0.098497,0.079093,3.97,0.07,4.07,99;
200704,0.066386,0.001634,3.790138,0.089110,0.072082,3.96,0.07,4.05,99;
200704,0.061355,0.001649,3.785849,0.088177,0.072330,3.94,0.08,4.04,99;
200704,0.069195,0.001450,3.787306,0.086490,0.071748,3.95,0.08,4.05,99;
200704,0.062315,0.001621,3.789633,0.087891,0.071799,3.95,0.07,4.05,99;
200704,0.061137,0.001506,3.787381,0.085310,0.070595,3.94,0.07,4.04,99;
200704,0.061692,0.001529,3.789303,0.085429,0.073681,3.96,0.07,4.05,99;
200704,0.060912,0.001500,3.792974,0.084251,0.071800,3.97,0.05,4.05,99;
200704,0.061083,0.001752,3.791415,0.083758,0.076634,3.96,0.06,4.05,99;
200704,0.069469,0.001630,3.785587,0.098217,0.081509,3.97,0.08,4.07,99;
200704,0.063625,0.001594,3.774027,0.086640,0.074712,3.95,0.06,4.05,99;
200704,0.064350,0.001662,3.785453,0.089810,0.076080,3.95,0.07,4.05,99;
200704,0.067145,0.001578,3.786808,0.095276,0.072550,3.96,0.08,4.05,99;
200704,0.063739,0.001510,3.791951,0.089175,0.072046,3.96,0.07,4.05,99;
200704,0.060860,0.001518,3.800373,0.072817,0.069066,3.96,0.05,4.04,99;
200704,0.060342,0.001380,3.795357,0.084679,0.072762,3.96,0.06,4.05,99;
200704,0.061333,0.001495,3.791282,0.085880,0.072755,3.97,0.05,4.04,99;
200704,0.065304,0.001630,3.795250,0.085771,0.069686,3.97,0.06,4.05,99;
