Nvert,init,tarjan,split,merge,user,elapsed,system,pCPU
250000,0.230402,4.516198,0.153155,0.000278,9.38,0.21,6.88,139;
250000,0.229176,4.607570,0.153194,0.000282,9.55,0.20,5.13,190;
250000,0.153639,7.087912,0.119977,0.000239,14.32,0.24,7.55,192;
250000,0.154243,7.003393,0.121052,0.000236,14.21,0.20,9.29,155;
250000,0.154292,7.071234,0.119761,0.000245,14.30,0.23,7.53,193;
250000,0.226211,4.680460,0.153946,0.000283,9.66,0.22,5.24,188;
250000,0.226651,4.652523,0.156036,0.000281,9.60,0.24,7.00,140;
250000,0.153270,7.067485,0.121852,0.000242,14.26,0.26,7.52,193;
250000,0.232656,4.563961,0.154648,0.000283,9.50,0.18,5.11,189;
250000,0.228865,4.576711,0.154042,0.000285,9.50,0.19,6.94,139;
250000,0.226418,4.674262,0.154581,0.000287,9.67,0.21,5.20,189;
250000,0.229214,4.571622,0.153512,0.000279,9.48,0.20,5.10,189;
250000,0.229532,4.583277,0.148896,0.000283,9.51,0.19,8.01,121;
250000,0.156002,7.066987,0.113855,0.000250,14.28,0.25,7.54,192;
250000,0.211348,4.604929,0.120781,0.000238,9.49,0.22,5.12,189;
250000,0.164420,7.051316,0.121794,0.000250,14.30,0.22,9.35,155;
250000,0.157177,7.073509,0.121132,0.000238,14.31,0.24,7.53,193;
250000,0.232692,4.594872,0.153283,0.000281,9.56,0.16,5.17,187;
250000,0.154627,7.034321,0.120108,0.000239,14.25,0.23,9.32,155;
250000,0.230229,4.538587,0.153147,0.000277,9.42,0.19,5.06,189;
250000,0.228005,4.650750,0.153693,0.000277,9.61,0.24,5.19,189;
250000,0.228720,4.644616,0.155364,0.000278,9.65,0.18,6.99,140;
250000,0.157997,7.056937,0.121051,0.000247,14.26,0.25,7.52,193;
250000,0.228299,4.520728,0.154657,0.000280,9.34,0.25,5.06,189;
250000,0.157204,7.139467,0.121776,0.000242,14.45,0.23,9.43,155;
