verteces,verteces_after,init,destroy,tarjan,preprocess_time,user,system,elapsed,pCPU
250000,118498,0.010468,0.000135,0.040490,32.143265,32.18,0.00,32.20,99;
250000,118498,0.009718,0.000183,0.042557,31.874106,31.91,0.01,31.92,99;
250000,118498,0.009767,0.000139,0.040894,31.967223,31.99,0.02,32.04,99;
250000,118498,0.009985,0.000134,0.040030,32.377234,32.42,0.00,32.42,100;
250000,118498,0.009884,0.000136,0.040370,32.559161,32.60,0.00,32.61,99;
250000,118498,0.009899,0.000139,0.040209,32.410726,32.45,0.00,32.46,99;
250000,118498,0.009987,0.000135,0.040555,32.208992,32.25,0.00,32.26,99;
250000,118498,0.009934,0.000130,0.040965,32.350296,32.39,0.00,32.40,99;
250000,118498,0.009931,0.000135,0.040872,32.335484,32.38,0.00,32.38,99;
250000,118498,0.009809,0.000130,0.042729,33.025795,33.06,0.01,33.09,99;
250000,118498,0.010174,0.000135,0.039904,32.485964,32.52,0.01,32.53,99;
250000,118498,0.009960,0.000128,0.040695,32.422734,32.45,0.01,32.47,99;
250000,118498,0.009818,0.000139,0.041986,32.821223,32.85,0.01,32.88,99;
250000,118498,0.009753,0.000142,0.040852,32.547262,32.59,0.00,32.61,99;
250000,118498,0.009827,0.000139,0.041098,32.384581,32.41,0.02,32.44,99;
250000,118498,0.009743,0.000132,0.040953,32.060190,32.10,0.00,32.11,99;
250000,118498,0.010047,0.000139,0.041666,32.303591,32.34,0.00,32.35,99;
250000,118498,0.009892,0.000136,0.041130,32.722688,32.77,0.00,32.78,99;
250000,118498,0.010009,0.000132,0.041177,32.217586,32.26,0.00,32.27,99;
250000,118498,0.010053,0.000157,0.040544,32.562527,32.59,0.01,32.61,99;
250000,118498,0.010015,0.000131,0.041070,32.305418,32.33,0.02,32.35,99;
250000,118498,0.010080,0.000132,0.041051,32.593361,32.62,0.02,32.64,99;
250000,118498,0.009927,0.000132,0.040739,32.191091,32.23,0.01,32.24,99;
250000,118498,0.009880,0.000141,0.041604,32.725015,32.77,0.00,32.78,99;
250000,118498,0.010033,0.000132,0.040542,32.247469,32.27,0.01,32.30,99;
