vertices,init,destroy,tarjan,user,system,elapsed,pCPU
150000,0.120836,0.000164,0.034708,0.14,0.00,0.15,99;
150000,0.119911,0.000169,0.034592,0.14,0.00,0.15,98;
150000,0.118936,0.000168,0.034329,0.13,0.02,0.15,100;
150000,0.119232,0.000165,0.034090,0.14,0.00,0.15,99;
150000,0.118886,0.000160,0.034196,0.15,0.00,0.15,100;
150000,0.121612,0.000173,0.034777,0.14,0.01,0.15,99;
150000,0.118910,0.000163,0.034364,0.14,0.01,0.15,100;
150000,0.119969,0.000164,0.034592,0.15,0.00,0.15,99;
150000,0.121005,0.000160,0.034397,0.15,0.00,0.15,100;
150000,0.120238,0.000157,0.034736,0.14,0.00,0.15,100;
150000,0.119337,0.000160,0.034056,0.13,0.01,0.15,98;
150000,0.119836,0.000151,0.034108,0.14,0.00,0.15,100;
150000,0.121199,0.000168,0.034828,0.14,0.00,0.15,99;
150000,0.121086,0.000164,0.034933,0.15,0.00,0.15,99;
150000,0.123720,0.000171,0.035048,0.14,0.01,0.16,100;
150000,0.119819,0.000173,0.034072,0.15,0.00,0.15,100;
150000,0.119532,0.000167,0.034365,0.14,0.01,0.15,99;
150000,0.121469,0.000166,0.035465,0.15,0.00,0.15,99;
150000,0.120165,0.000225,0.034294,0.13,0.01,0.15,98;
150000,0.119305,0.000157,0.034662,0.15,0.00,0.15,100;
150000,0.121591,0.000162,0.034767,0.14,0.01,0.15,100;
150000,0.120737,0.000161,0.034699,0.14,0.01,0.15,100;
150000,0.120377,0.000166,0.034879,0.14,0.01,0.15,100;
150000,0.119257,0.000151,0.034133,0.13,0.01,0.15,99;
150000,0.120402,0.000165,0.034756,0.14,0.01,0.15,100;
150000,0.121386,0.000159,0.034819,0.14,0.00,0.15,100;
150000,0.121492,0.000185,0.034457,0.14,0.01,0.15,99;
150000,0.120475,0.000168,0.034852,0.13,0.02,0.15,100;
150000,0.119968,0.000159,0.034336,0.14,0.00,0.15,100;
