verteces,verteces_after,init,destroy,tarjan,preprocess_time,user,system,elapsed,pCPU
250000,118498,0.010054,0.000115,0.040727,32.416230,32.46,0.00,32.46,99;
250000,118498,0.009994,0.000136,0.040353,32.665379,32.70,0.01,32.72,99;
250000,118498,0.009989,0.000136,0.040665,32.336927,32.38,0.00,32.39,99;
250000,118498,0.010115,0.000134,0.040172,32.281284,32.32,0.01,32.33,99;
250000,118498,0.009941,0.000137,0.041359,32.589013,32.62,0.01,32.64,99;
250000,118498,0.009881,0.000136,0.040741,32.247522,32.29,0.00,32.30,100;
250000,118498,0.009916,0.000128,0.040601,32.284606,32.33,0.00,32.33,100;
250000,118498,0.009911,0.000127,0.041363,32.286226,32.31,0.01,32.34,99;
250000,118498,0.009860,0.000129,0.040548,32.186086,32.23,0.00,32.23,99;
250000,118498,0.009758,0.000137,0.041789,32.947887,32.98,0.01,33.00,99;
250000,118498,0.010072,0.000136,0.040882,32.367612,32.41,0.00,32.42,99;
250000,118498,0.009955,0.000136,0.040397,32.456569,32.48,0.01,32.50,99;
250000,118498,0.010088,0.000130,0.040270,32.539508,32.58,0.00,32.59,99;
250000,118498,0.009866,0.000142,0.039934,32.331772,32.37,0.00,32.38,99;
250000,118498,0.009911,0.000141,0.040929,32.458752,32.50,0.00,32.51,99;
250000,118498,0.009835,0.000139,0.041580,32.911033,32.93,0.02,32.97,99;
250000,118498,0.009877,0.000132,0.040368,32.305304,32.33,0.02,32.35,99;
250000,118498,0.010014,0.000134,0.041065,32.332239,32.36,0.01,32.38,99;
250000,118498,0.009873,0.000131,0.040811,32.205028,32.25,0.00,32.25,99;
250000,118498,0.009766,0.000132,0.041782,32.792847,32.83,0.00,32.85,99;
250000,118498,0.009977,0.000136,0.040918,32.219026,32.25,0.01,32.27,99;
250000,118498,0.009959,0.000126,0.040670,32.147713,32.18,0.01,32.20,100;
250000,118498,0.009881,0.000128,0.040207,32.523705,32.56,0.01,32.57,99;
250000,118498,0.010081,0.000140,0.040708,32.389500,32.43,0.00,32.44,100;
250000,118498,0.009870,0.000127,0.041238,32.479454,32.51,0.01,32.53,99;
